id,doc
2979,"TODAY at p.m. ET: Get in the Halloween spirit with beloved authors RLStine, author of Goosebumps, and MaryPopeOsborne, author of Magic Tree House,"" for a special Halloween event at the Library. Tune in for the livestreamed event: https:t.cowFaihlnP https:t.cosMjJgM"
2980,TODAY at p.m. ET: Join us for a conversation with Dean Tomiko Brown-Nagin to celebrate the Law Library of Congress' th anniversary. Tune in: https:t.covmQVKwN More: https:t.cojoATnwG
2981,"TODAY at pm: Have you ever wanted to learn about printmaking? Join us for an orientation on the basics of hand printmaking processes, featuring artists' prints from the Library's fine print collections. Register: https:t.cofTBTcsxO https:t.coqJiRTTJnx"
2982,"TODAY at p.m. ET: Drawing on his new book, ""Half American: The Epic Story of African Americans Fighting World War II at Home and Abroad"", historian mattdelmont explores how Black newspapers led the Double Victory campaign during WWII. More: https:t.coamGoCarP https:t.coyKjCoSE"
2983,TODAY at p.m. ET: Join Kluge Prize winner George Chauncey for a public event looking at the legacy of the AIDS crisis and the activism surrounding it. Details: https:t.cohBVJlNoJ https:t.cosEydfRhO
2984,"TODAY at p.m. ET: Join us for a webinar with the American Folklife Center to discuss the new ""Of the People"" initiative at the Library of Congress, supported by an institutional grant from the MellonFdn. Register for this event: https:t.coVHHDdJl https:t.cotyhWBwu"
2985,"TODAY at pm ET: National Ambassador for Young People's Literature JasonReynolds joins LibnOfCongress Carla Hayden for a discussion on empowering students to embrace and share their stories. AAHM BlackHistoryMonth Watch: https:t.copLmJqJgITl, https:t.coFlYVYsKufe https:t.coKcAJmvMi"
2986,TODAY at pm: Have you ever done a double take of an image of the White House before? Join specialists from our Prints and Photographs Division to learn how to apply visual literacy and photo research techniques to intriguing images. More: https:t.coFkXBAGRHf https:t.coiSKQAzrRqj
2987,"TODAY at pm: When examining images from the past, sometimes asking the question of Why? leads one down an unexpected path. Join curators from our Prints and Photographs Division to learn research strategies and visual literacy techniques. Register: https:t.coFABKtxAO https:t.coeUdfQVf"
2988,"TODAY at pm: When examining images from the past, sometimes asking the question of Why? leads one down an unexpected path. Join curators from our Prints and Photographs Division to learn research strategies and visual literacy techniques. Register: https:t.coHGvigD https:t.coSfCyFANV"
2989,"TODAY at p.m. ET: Leading up to the release of the film adaptation on Amazon Prime of the bestselling novel Red, White and Royal Blue, the Library is hosting a conversation with author Casey McQuiston. They will be signing books at this event. More: https:t.corGFVuxGn https:t.coSVDGlXTYn"
2990,"TODAY at pm ET: Join Prize for American Fiction winner colsonwhitehead and his longtime friend and director of the NMAAHC Kevin Young for a conversation on how pop culture influences art, moderated by IsaacFitzgerald: https:t.copLmJqJgITl; https:t.cofnsvDdgs https:t.cokBvdvGhxj"
2991,"TODAY at noon ET: Join the Veterans History Project for a panel featuring veterans who pursued farming in their civilian lives, many of whom benefited from training programs and mentorships. Watch: https:t.coMOqoJFmpEr, https:t.cofnsvDdgs https:t.coMURShitff"
2992,"TODAY at noon ET: Join us for a special Homegrown concert from the Library's American Folklife Center. Canadian trio .T.. offer a contemporary vision of traditional Qubec music during the DC Francophonie Festival. Watch: https:t.coUFcoNFIhy, https:t.cozqvSaz https:t.coFOYeemxkFn"
2993,"TODAY at noon ET: Vr is a trio from Wales whose members describe their music as ""chamber-folk,"" playing music from the Celtic nations and beyond. Don't miss their Homegrown concert, premiering on Facebook and YouTube: https:t.cogbLYbKaLXP, https:t.coXZUlcTCp https:t.coHdTIgCTCwW"
2994,TODAY AT THE FESTIVAL: Join curators from our Prints Photographs Division for a live conversation at pm ET about the origins of Spider-Man: https:t.corgjPLhEp The full National Book Festival schedule: https:t.coVsBnytPG NatBookFest https:t.coiPkgMdbIl
2995,TODAY AT THE FESTIVAL: Join Library curators at pm ET for a discussion on the different creative unions between art and the written word over the past century: https:t.coqkszPlNt The full National Book Festival schedule: https:t.coVsBnytPG NatBookFest https:t.coLimPDvf
2996,TODAY AT THE FESTIVAL: Join Library curators at pm ET for a discussion on the exploration of discoveries made possible by both traditional research and DNA: https:t.coIvPkGITDrM The full National Book Festival schedule: https:t.coTwhjlwSG NatBookFest https:t.copsjvHOiR
2997,"Today in History: ASCAP organization of creative Americans founded, otd tih https:t.coJfxayEcv https:t.coWEQprmFg"
2998,"Today in History: ASCAP organization of creative Americans founded, otd tih https:t.coJfxayEcv https:t.cofRydPwEFkn"
2999,"Today in History: ASCAP organization of creative Americans founded, otd tih https:t.cogrsMNQI https:t.coqBmbdlyg"
3000,"Today in History: MountRainierNPS is established as a national park, otd tih https:t.cooFlpeUJP https:t.corhAuqXn"
3001,"Today in History: MountRainierNPS is established as a national park, otd tih https:t.cooFlpeUJP https:t.coOWqqezB"
3002,"Today in History: MountRainierNPS is established as a national park, otd tih https:t.cobPYralvP https:t.cocPKnZjtxX"
3003,"Today in History: theUSO is incorporated to serve US military forces on leave, otd tih https:t.cohHoDvBCbRE https:t.coMTCHUfFItl"
3004,"Today in History: theUSO is incorporated to serve U.S. military forces on leave, otd tih https:t.cohHoDvBCbRE https:t.cojpyDWdNg"
3005,"Today in History: theUSO is incorporated to serve U.S. military forces on leave, otd tih https:t.cohHoDvBCbRE https:t.cogyyEDWk"
3006,"Today in History: ""A Visit from St. Nicholas,"" otherwise known as ""Twas the Night Before Christmas..."" otd tih https:t.coHPRURhMsiu https:t.coSydFqRdOL"
3007,"Today in History: ""A Visit from St. Nicholas,"" otherwise known as ""Twas the Night Before Christmas..."" otd tih https:t.coHPRURhMsiu https:t.coudepSiVTp"
3008,"Today in History: ""Bloody Sunday"": st Selma march for civil rights ends in assaults, otd tih https:t.cojWWfnFjVj https:t.cobEAWdtR"
3009,"Today in History: ""Bloody Sunday"": st Selma march for civil rights ends in assaults, otd tih https:t.cojWWfnFjVj https:t.cofDzhe"
3010,"Today in History: ""Bonus Army"" veterans gathers in Washington to demand promised benefits, otd tih https:t.coEibNIaPagW https:t.copusTmXUjU"
3011,"Today in History: ""Bonus Army"" veterans gathers in Washington to demand promised benefits, otd tih https:t.coEibNIaPagW https:t.coPNelzEoTf"
3012,"Today in History: ""Bonus Army"" veterans gathers in Washington to demand promised benefits, otd tih https:t.coQYvtNHLYL https:t.coUIhWuHHi"
3013,"Today in History: ""Cry of Dolores"" for Mexican freedom, ; coach Amos Alonzo Stagg retires, otd tih https:t.coZtDMCtiQj https:t.coVMFawoML"
3014,"Today in History: ""Cry of Dolores"" for Mexican freedom, ; coach Amos Alonzo Stagg retires, otd tih https:t.coZtDMCtiQj https:t.coZJabGVKf"
3015,"Today in History: ""Cry of Dolores"" for Mexican freedom, ; coach Amos Alonzo Stagg retires, otd tih https:t.coKeCSJrBI https:t.coLBANVBtsr"
3016,"Today in History: ""Georgia Peach"" Ty Cobb records his ,th MLB hit, otd tih https:t.cocbrIqJiPz https:t.coMQCvVTzmf"
3017,"Today in History: ""Georgia Peach"" Ty Cobb records his ,th MLB hit, otd tih https:t.cocbrIqJiPz https:t.coWbximJAEL"
3018,"Today in History: ""Georgia Peach"" Ty Cobb records his ,th MLB hit, otd tih https:t.codNfCSxP https:t.coFBiVwrAqi"
3019,"Today in History: ""golden spike"" joins transcontinental railroad at Promontory Summit, Utah Territory, otd tih https:t.coOyaSJCwQgq https:t.cokfEanrpaJ"
3020,"Today in History: ""golden spike"" joins transcontinental railroad at Promontory Summit, Utah Territory, otd tih https:t.coOyaSJCwQgq https:t.coxfJViGj"
3021,"Today in History: ""golden spike"" joins transcontinental railroad at Promontory Summit, Utah Territory, otd tih https:t.coZwBbTtGol https:t.copGLdGwwIGg"
3022,"Today in History: ""last of the red hot mamas,"" Sophie Tucker born (or ) otd tih https:t.coFbhdGIKg https:t.cohKmePMiLN"
3023,"Today in History: ""last of the red hot mamas,"" Sophie Tucker born (or ) otd tih https:t.coFbhdGIKg https:t.coxdfYVllsA"
3024,"Today in History: ""Star-Spangled Banner"" is inspired, ; author Sherwood Anderson born, otd tih https:t.comZBLpieLXY https:t.coGuRLoku"
3025,"Today in History: ""The Little Giant,"" Civil War-era senator Stephen A. Douglas born, otd tih https:t.coIMRdDvEV https:t.cowrThqASok"
3026,"Today in History: ""The Little Giant,"" Civil War-era senator Stephen A. Douglas born, otd tih https:t.coIMRdDvEV https:t.coqMyvnBHyHW"
3027,"Today in History: ""The Little Giant,"" Civil War-era senator Stephen A. Douglas born, otd tih https:t.coIMRdDvEV https:t.coFotIbPp"
3028,"Today in History: ""the weeping time,"" largest recorded auction of the enslaved in U.S. history, otd tih https:t.coYiOpSFJ https:t.coahTKdxbYw"
3029,"Today in History: ""the weeping time,"" largest recorded auction of the enslaved in U.S. history, otd tih https:t.coYiOpSFJ https:t.coIKSuiqKV"
3030,"Today in History: th modern Olympic Games open in Los Angeles, otd tih https:t.coOidOfZTuuI https:t.couGkdWqpzpz"
3031,"Today in History: th modern Olympic Games open in Los Angeles, otd tih https:t.coOidOfZTuuI https:t.coKEFLfpVO"
3032,"Today in History: th modern Olympic Games open in Los Angeles, otd tih https:t.coMKngfXcB https:t.coAEfePkovD"
3033,"Today in History: th President Franklin Pierce born, ; civil war Battle of Chattanooga, otd tih https:t.coJOmdUcgJ https:t.colrqzKBO"
3034,"Today in History: th President Franklin Pierce born, ; civil war Battle of Chattanooga, otd tih https:t.coJOmdUcgJ https:t.coVRBBcrBK"
3035,"Today in History: th President Franklin Pierce born, ; civil war Battle of Chattanooga, otd tih https:t.coywdMQhdiW https:t.coDyuoSP"
3036,"Today in History: th President Abraham Lincoln is shot at Ford's Theatre in Washington, D.C., otd tih https:t.cowswNWxlufy https:t.cokdfjmbO"
3037,"Today in History: th President Abraham Lincoln is shot at Ford's Theatre in Washington, D.C., otd tih https:t.cowswNWxm https:t.coDnQGCtwOe"
3038,"Today in History: th U.S. President Abraham Lincoln born in LaRue County, Kentucky, otd tih https:t.coGzLcXtU https:t.coPgZAnuS"
3039,"Today in History: th U.S. President Abraham Lincoln born in LaRue County, Kentucky, otd tih https:t.coGzLcXtU https:t.coAmIlljkHO"
3040,"Today in History: th US President Abraham Lincoln born in LaRue County, Kentucky, otd tih https:t.coGzLcXKDLD https:t.coIoUZNgoN"
3041,"Today in History: th President Andrew Johnson born in Raleigh, N.C., otd tih https:t.coOFdWsCZHuY https:t.coDvxceEA"
3042,"Today in History: st all African-American production of Macbeth finishes run in Connecticut, otd tih https:t.corFOokEg https:t.cogUOUWN"
3043,"Today in History: st all African-American production of Macbeth finishes run in Connecticut, otd tih https:t.corFOokEg https:t.coPOkkzkNUKP"
3044,"Today in History: st all African-American production of Macbeth finishes run in Connecticut, otd tih https:t.coQtMbbKjBKA https:t.coFthECogj"
3045,"Today in History: st American auto race, otd tih https:t.coqwgLEVum https:t.coaVhMwZS"
3046,"Today in History: st American auto race, otd tih https:t.coqwgLEVum https:t.comssfIgwgh"
3047,"Today in History: st American auto race, otd tih https:t.coXtcwYwlnEV https:t.couOPVtAD"
3048,"Today in History: st Armistice Day (later Veterans Day), proclaimed, https:t.coBQpJhIonZ https:t.cogHvvmjnj"
3049,"Today in History: st Armistice Day (later Veterans Day), proclaimed, https:t.coBQpJhIonZ https:t.coZQJvrduG"
3050,"Today in History: st Armistice Day (later Veterans Day), proclaimed, https:t.coNdhkbwoY https:t.coxMevoey"
3051,"Today in History: st of the Federalist Papers published by Hamilton, Madison Jay, otd tih https:t.coBqaRnkmz https:t.cojrVSKqWFf"
3052,"Today in History: st of the Federalist Papers published by Hamilton, Madison Jay, otd tih https:t.coBqaRnkmz https:t.coHCKkEslSO"
3053,"Today in History: st of the Federalist Papers published by Hamilton, Madison Jay, otd tih https:t.coTuzFyvgAQN https:t.coCtmXRxaEC"
3054,"Today in History: st official Arbor Day celebrated in Nebraska, otd tih https:t.corkxclmCW https:t.cowBOjjDzIG"
3055,"Today in History: st official Arbor Day celebrated in Nebraska, otd tih https:t.corkxclmCW https:t.coqyRtxItR"
3056,"Today in History: st official Arbor Day celebrated in Nebraska, otd tih https:t.corkxclmCW https:t.cojFaTEWjm"
3057,"Today in History: st section of Atlantic City Boardwalk opens, otd tih https:t.coEFnGzKT https:t.cobqKyULZi"
3058,"Today in History: st section of Atlantic City Boardwalk opens, otd tih https:t.coEFnGzKT https:t.cokenAhDinxv"
3059,"Today in History: st section of Atlantic City Boardwalk opens, https:t.cocYbPiDtfJp https:t.coDhPxKUX"
3060,"Today in History: st train robbery occurs on the Ohio Mississippi railroad near Seymour, Indiana, otd tih https:t.coVIlzEFr https:t.coFfqYGzQx"
3061,"Today in History: st train robbery occurs on the Ohio Mississippi railroad near Seymour, Indiana, otd tih https:t.coVIlzEFr https:t.coTZmlggWxei"
3062,"Today in History: st train robbery occurs on the Ohio Mississippi railroad near Seymour, Indiana, otd tih https:t.cooxhKIAFYS https:t.cohJEeejr"
3063,"Today in History: st U.S. daily newspaper, Pennsylvania Packet Daily Advertiser, publishes, otd tih https:t.coLIYaQeOGTJ https:t.coEePThbz"
3064,"Today in History: st U.S. daily newspaper, Pennsylvania Packet Daily Advertiser, publishes, otd tih https:t.coAopitdhKd https:t.coVBbonQqkRf"
3065,"Today in History: st US daily newspaper, Pennsylvania Packet Daily Advertiser, publishes, otd tih https:t.coLIYaQfhLh https:t.coOaawpUBvOW"
3066,"Today in History: st US women's rights convention assembles at Seneca Falls NY, otd tih https:t.cousdiILyd https:t.cozmHEAnfL"
3067,"Today in History: st US women's rights convention assembles at Seneca Falls NY, otd tih https:t.cousdiILyd https:t.coHGyTyfmmYe"
3068,"Today in History: st US women's rights convention assembles at Seneca Falls NY, otd tih https:t.coPDPxGLgSS https:t.coBMraFbO"
3069,"Today in History: st woman wins Iditarod sled dog race, otd tih WomensHistoryMonth https:t.cofYfkrsL https:t.coNCsQCsi"
3070,"Today in History: st woman wins Iditarod sled dog race, otd tih WomensHistoryMonth https:t.cofYfkrsL https:t.coCopnHPIw"
3071,"Today in History: st woman wins Iditarod sled dog race, otd tih WomensHistoryMonth https:t.coXwsnlWajlL https:t.coMGnwpMvAe"
3072,Today in History: - thousand people arrived in the nation's capital to peacefully assemble walk down the National Mall in . Martin Luther King Jr. gave his iconic "I Have a Dream" speech at the March on Washington for Jobs Freedom. otd tih https:t.coccOGEDVBoB https:t.comrQdHzfqT
3073,Today in History: - thousand people arrived in the nation's capital to peacefully assemble walk down the National Mall in . Martin Luther King Jr. gave his iconic "I Have a Dream" speech at the March on Washington for Jobs Freedom. otd tih https:t.coccOGEDVBoB https:t.coWYRGRAxGmb
3074,"Today in History: th amendment eliminating poll taxes ratified, otd tih https:t.coLgacUffcW https:t.coPnICBTlhn"
3075,"Today in History: th amendment eliminating poll taxes ratified, otd tih https:t.coLgacUffcW https:t.coQOUqgBYLYq"
3076,"Today in History: th President Woodrow Wilson born in Staunton, Va., otd tih https:t.coXBhkXqXLl https:t.coBrlboVPbc"
3077,"Today in History: nd Battle of Manassas ends long Civil War campaign in Northern Virginia, otd tih https:t.coBaQUcxqjx https:t.comInHu"
3078,"Today in History: nd Battle of Manassas ends long Civil War campaign in Northern Virginia, otd tih https:t.coBaQUcxqjx https:t.coFebiErns"
3079,"Today in History: nd Battle of Manassas ends long Civil War campaign in Northern Virginia, otd tih https:t.coIUKwYn https:t.coEjDCcXE"
3080,"Today in History: rd U.S. President Thomas Jefferson is born in Virginia, otd tih https:t.cojmcyVMS https:t.codrauWejnf"
3081,"Today in History: rd U.S. President Thomas Jefferson is born in Virginia, otd tih https:t.cojmcyVMS https:t.coVAZwAQOiwD"
3082,"Today in History: rd US President Thomas Jefferson is born in Virginia, otd tih https:t.cojmcyVMS https:t.cokTbTBss"
3083,"Today in History: Aaron Burr shoots Alexander Hamilton in a duel in Weehawken, N.J., otd tih hamilton https:t.coMUFXJmoH https:t.codNBhlhfgh"
3084,"Today in History: Aaron Burr shoots Alexander Hamilton in a duel in Weehawken, N.J., otd tih hamilton https:t.coMUFXJmoH https:t.coVUQXIVx"
3085,"Today in History: Aaron Burr shoots Alexander Hamilton in a duel in Weehawken, N.J., otd tih hamilton https:t.colkwGyaH https:t.coiULsiDvrGg"
3086,"Today in History: ABC airs st Saturday morning TV shows for children, otd tih https:t.coVAsIVChVF https:t.coyrTfCmGvt"
3087,"Today in History: ABC airs st Saturday morning TV shows for children, otd tih https:t.coVAsIVChVF https:t.coUxaFHgEFAa"
3088,"Today in History: ABC airs st Saturday morning TV shows for children, otd tih https:t.cotAqmddgN https:t.coLDEwqQj"
3089,"Today in History: Abigail Smith marries John Adams, otd tih https:t.coruyHcI https:t.coousvnY"
3090,"Today in History: Abigail Smith marries John Adams, otd tih https:t.coruyHcI https:t.coIRKOPgoEo"
3091,"Today in History: Abigail Smith marries John Adams, otd tih https:t.codoFMACym https:t.coZznvmQztj"
3092,"Today in History: activist Emma Goldman is arrested in New York, otd tih https:t.coOKJjmUD https:t.coHomqyWJm"
3093,"Today in History: Alexander Graham Bell successfully tests his telephone, : ""Mr. Watson, come here "" otd tih https:t.cogvwzOaKK https:t.coXFrWlndys"
3094,"Today in History: Alexander Graham Bell makes first wireless phone message via his ""photophone,"" otd tih https:t.coEDaDbJS https:t.coOHJiPtJn"
3095,"Today in History: Alexander Graham Bell successfully tests his telephone, : ""Mr. Watson, come here "" otd tih https:t.cogvwzOaKK https:t.comeQfjjUym"
3096,"Today in History: Alexander Graham Bell makes first wireless phone message via his ""photophone,"" otd tih https:t.coEDaDbJS https:t.coLxTtLSbi"
3097,"Today in History: Alexander Graham Bell successfully tests his telephone, : ""Mr. Watson, come here "" otd tih https:t.coLpdsfuYr https:t.coTTINLjOTl"
3098,"Today in History: Alexander Graham Bell makes first wireless phone message via his ""photophone,"" otd tih https:t.coaFGMkZgpa https:t.coXXaUqxxK"
3099,"Today in History: Allan Pinkerton, founder of Pinkertons National Detective Agency born, otd tih https:t.coaUreRFii https:t.coVaCmuFjEE"
3100,"Today in History: Althea Gibson becomes st African American to win Wimbledon tennis championship, otd tih https:t.coIYRVswd https:t.cozfUUDEKQ"
3101,"Today in History: Althea Gibson becomes st African American to win Wimbledon tennis championship, otd tih https:t.coIYRVswd https:t.cooDepnzod"
3102,"Today in History: Althea Gibson becomes st African American to win Wimbledon tennis championship, otd tih https:t.coyxGeUNi https:t.coXgFSLNBoNL"
3103,"Today in History: American colonial British troops clash in Battle of Bunker Hill, otd tih https:t.coCfxOAiKP https:t.coMACLfuoIxG"
3104,"Today in History: American colonial British troops clash in Battle of Bunker Hill, otd tih https:t.coCfxOAiKP https:t.coNnVlYhmuMh"
3105,"Today in History: American colonial British troops clash in Battle of Bunker Hill, otd tih https:t.coZuMMuNLI https:t.cooMgxNypi"
3106,"Today in History: American forces capture British Montreal, otd tih https:t.coVYOfYNzbj https:t.coGlWyERXF"
3107,"Today in History: American forces capture British Montreal, otd tih https:t.coVYOfYNQLWR https:t.coWpSASxwA"
3108,"Today in History: American forces capture British Montreal, otd tih https:t.coVYOfYNzbj https:t.coVVQijFqG"
3109,"Today in History: American Revolutionary forces defeat the English at Fort Sackville in present-day Indiana, otd tih https:t.coPGsuvRe https:t.coLixstaAd"
3110,"Today in History: American revolutionary leader orator Patrick Henry born, otd tih https:t.coiLcoMGfKqv https:t.coOCjpcBw"
3111,"Today in History: American Revolutionary forces defeat the English at Fort Sackville in present-day Indiana, otd tih https:t.coPGsuvRe https:t.comeUsQhDt"
3112,"Today in History: American revolutionary leader orator Patrick Henry born, otd tih https:t.coiLcoMGfKqv https:t.cosPtKGhffJ"
3113,"Today in History: American Revolutionary forces defeat the English at Fort Sackville in present-day Indiana, otd tih https:t.coPGsuvRe https:t.covMMjqjQO"
3114,"Today in History: American troops defeat the British force in the Battle of New Orleans, otd tih https:t.coynPJSrKPw https:t.compCLvekP"
3115,"Today in History: American troops defeat the British force in the Battle of New Orleans, otd tih https:t.coynPJSrKPw https:t.coRrVUOdfkG"
3116,"Today in History: American troops defeat the British force in the Battle of New Orleans, otd tih https:t.coynPJSrKPw https:t.coOKMBhAcJS"
3117,"Today in History: American troops defeat the British force in the Battle of New Orleans, otd tih https:t.coCvnOOEbGR https:t.conuUEvgAH"
3118,"Today in History: an explosion sinks the USS Maine in Havana harbor, otd tih https:t.coofJUytSRtH https:t.codEprwCJaT"
3119,"Today in History: an important entry in the diary of future president Theodore Roosevelt, otd tih https:t.coicKZfFn https:t.coRyfNhgpC"
3120,"Today in History: an important entry in the diary of future president Theodore Roosevelt, otd tih https:t.coicKZfFn https:t.coCsCFyDO"
3121,"Today in History: an important entry in the diary of future president Theodore Roosevelt, otd tih https:t.coicKZfFn https:t.coUlaybeZy"
3122,"Today in History: And they're off! Aristides wins st Kentucky Derby, otd tih https:t.coaKBXfoBXuH https:t.coEQwteBHD"
3123,"Today in History: And they're off! Aristides wins st Kentucky Derby, otd tih https:t.coaKBXfoBXuH https:t.coRcbfuXBm"
3124,"Today in History: And they're off! Aristides wins st Kentucky Derby, otd tih https:t.coioFuwzEh https:t.coMGGyNXI"
3125,"Today in History: Andrew Carnegie begins building public libraries, otd tih https:t.covuhsNrt https:t.coGsbqiF"
3126,"Today in History: Andrew Carnegie begins building public libraries, otd tih https:t.covuhsNrt https:t.coYdArdqwC"
3127,"Today in History: architect city planner Daniel Hudson Burnham born, otd tih https:t.coIShpYRSuR https:t.cocTWCdcjjzc"
3128,"Today in History: architect city planner Daniel Hudson Burnham born, otd tih https:t.coIShpYRSuR https:t.codGRbaQukQF"
3129,"Today in History: architect Cyrus Lazelle Warner Eidlitz born, otd tih https:t.cogovJcG https:t.coObdItGVjJ"
3130,"Today in History: Arizona Territory organized during Civil War, otd tih https:t.coFKoKuErS https:t.coCBiqzUScd"
3131,"Today in History: Arizona Territory organized during Civil War, otd tih https:t.coFKoKuErS https:t.cocsdaPbAlI"
3132,"Today in History: Arizona Territory organized during Civil War, otd tih https:t.coFKoKuErS https:t.coNFiLZPAY"
3133,"Today in History: Arkansas becomes the th state, otd tih https:t.cooyfNJso https:t.coLDyVzlwf"
3134,"Today in History: Arkansas becomes the th state, otd tih https:t.cooyfNJso https:t.coUssOSxmZN"
3135,"Today in History: Arkansas becomes the th state, otd tih https:t.coPQbNHfJUik https:t.coWcAUve"
3136,"Today in History: Army physician James Carroll infects himself via mosquito to isolate yellow fever, otd tih https:t.copBZHhqXEjj https:t.comVnrS"
3137,"Today in History: Army physician James Carroll infects himself via mosquito to isolate yellow fever, otd tih https:t.copBZHhrffaR https:t.coYBdlj"
3138,"Today in History: Army physician James Carroll infects himself via mosquito to isolate yellow fever, otd tih https:t.coqdTgfNoaj https:t.coOWvISaPQ"
3139,"Today in History: At the close of the Civil War, Gen. Gordon Granger delivers General Order No. in Galveston, Texas, announcing the end of slavery in that state    a day celebrated by people of African descent in the Americas elsewhere as Juneteenth https:t.coHaRkhWtAN https:t.cotlQskcSXLe"
3140,"Today in History: author poet Ralph Waldo Emerson born, ; dancer Bill ""Bojangles"" Robinson born, otd tih https:t.cohSHSanakS https:t.coaEZCOdsYig"
3141,"Today in History: author poet Ralph Waldo Emerson born, ; dancer Bill ""Bojangles"" Robinson born, otd tih https:t.cohSHSanakS https:t.coknuBSNnTw"
3142,"Today in History: author poet Ralph Waldo Emerson born, ; dancer Bill ""Bojangles"" Robinson born, otd tih https:t.corkxwckTLaq https:t.coQWGfzUSNEY"
3143,"Today in History: author Laura Ingalls Wilder born in a ""little house"" in Wisconsin, otd tih https:t.coYuQIfAaPm https:t.coJnxnnKOC"
3144,"Today in History: author Laura Ingalls Wilder born in a ""little house"" in Wisconsin, otd tih https:t.coYuQIfAaPm https:t.coMzMwqhW"
3145,"Today in History: authorities search for witches in Salem, Mass., otd tih https:t.coCUnDQSWgI https:t.coLbOfLoC https:t.coMzoPNTko"
3146,"Today in History: authorities search for witches in Salem, Mass., otd tih https:t.coCUnDQSWgI https:t.coXzlgnOwwht"
3147,"Today in History: authorities search for witches in Salem, Mass., otd tih https:t.cozYKzLLNx https:t.coSBricsn"
3148,"Today in History: BO Railroad st railway chartered for freight passengers, otd tih https:t.coWFXdiKZCY https:t.coDoJsWNnZ"
3149,"Today in History: BO Railroad st railway chartered for freight passengers, otd tih https:t.coWFXdiKZCY https:t.coDLcOuSRFG"
3150,"Today in History: baseball great Cy Young pitched st pro game, leading Cleveland Spiders past Chicago Colts, otd tih https:t.coRouXCLVdka https:t.coEqpQmpxA"
3151,"Today in History: baseball pioneer Jackie Robinson speaks out at a World Series game, otd tih https:t.coMtlWsZqca https:t.coasCMlnhBGu"
3152,"Today in History: baseball pioneer Jackie Robinson speaks out at a World Series game, otd tih https:t.coMtlWsZYI https:t.codZBUuUaox"
3153,"Today in History: baseball pitching great Satchel Paige born, otd tih https:t.coEmnYkmIQr https:t.coqDDptQnCoE"
3154,"Today in History: baseball pitching great Satchel Paige born, otd tih https:t.coEmnYkmIQr https:t.comqXmsIRCP"
3155,"Today in History: baseball pitching great Satchel Paige born, otd tih https:t.coXrwqod https:t.coeXOekVKIk"
3156,"Today in History: battles of Lexington Concord during American Revolution, otd tih https:t.coHVeNfUMcm https:t.coaNWzCzT"
3157,"Today in History: battles of Lexington Concord during American Revolution, otd tih https:t.coHVeNfDbkO https:t.coNCeytPeWQ"
3158,"Today in History: battles of Lexington Concord during American Revolution, otd tih https:t.coHVeNfDbkO https:t.conlqlMpGBEx"
3159,"Today in History: Beginning in , U.S. presidents are inaugurated on this day, changed from March after the th amendment to the Constitution is passed. otd tih https:t.copOvEmhIz https:t.coQpwZsOAaMe"
3160,"Today in History: Beginning in , U.S. presidents are inaugurated on this day, changed from March after the th amendment to the Constitution is passed. otd tih https:t.copOvEmhIz https:t.coImjxtHevE"
3161,"Today in History: Beginning in , U.S. presidents are inaugurated on this day, changed from March after the th amendment to the Constitution is passed. otd tih https:t.coVLlPchwLT https:t.coCWLdIOQ"
3162,"Today in History: Booker T. Washington delivers Atlanta Compromise speech, otd tih https:t.coRTLYksQnj https:t.cogJgfpduYlD"
3163,"Today in History: Booker T. Washington delivers Atlanta Compromise speech, otd tih https:t.coRTLYksQnj https:t.coixfupJGKS"
3164,"Today in History: brewing baseball magnate August Anheuser Busch Jr. born, otd tih https:t.cohOZSrbHFH https:t.coIMKrJJn"
3165,"Today in History: brewing baseball magnate August Anheuser Busch Jr. born, otd tih https:t.cohOZSrbHFH https:t.coPGfsimyL"
3166,"Today in History: British Gen. Cornwallis surrenders to Gen. George Washington at Yorktown, otd tih https:t.coykPEWbIewb https:t.coCKGWyfRN"
3167,"Today in History: British Gen. Cornwallis surrenders to Gen. George Washington at Yorktown, otd tih https:t.coykPEWbqDB https:t.coAEFcztRrb"
3168,"Today in History: British Gen. Cornwallis surrenders to Gen. George Washington at Yorktown, otd tih https:t.couzxQMtxLBj https:t.couBfZsbu"
3169,"Today in History: British scientist James Smithson dies, ; endows smithsonian Institution otd tih https:t.cofkPWT https:t.coYhWBlLnQ"
3170,"Today in History: British sentries fire on American civilians in ""Boston Massacre,"" otd tih https:t.cophjOgRWT https:t.coqocgePzGVA"
3171,"Today in History: British sentries fire on American civilians in ""Boston Massacre,"" otd tih https:t.cophjOgRWT https:t.cofFOqbHf"
3172,"Today in History: British sentries fire on American civilians in ""Boston Massacre,"" otd tih https:t.colnFrTIdQ https:t.coQOUQvZdEO"
3173,"Today in History: Broadway impresario Florenz ""Flo"" Ziegfeld Jr. born, otd tih https:t.coOuMxLAw https:t.coZLCyQyvpX"
3174,"Today in History: Broadway impresario Florenz ""Flo"" Ziegfeld Jr. born, otd tih https:t.coOuMxLAw https:t.coGCNBdrJgzp"
3175,"Today in History: CO Canal completed opened, ; st class of the U.S. Naval Academy, otd tih https:t.cogpARwttN https:t.coOcXcVpX"
3176,"Today in History: CO Canal completed opened, ; st class of the U.S. Naval Academy, otd tih https:t.cogpARvRSd https:t.codIFLOdx"
3177,"Today in History: CO Canal completed opened, ; st class of the U.S. Naval Academy, otd tih https:t.coWfWHoogL https:t.colWTrTqFy"
